variant,description,n_evaluated,n_skipped,faithfulness,answer_relevancy,context_precision,context_recall,error
A,Full Pipeline (baseline),5,0,,,,,"All metrics must be initialised metric objects, e.g: metrics=[BleuScore(), AspectCritic()]"
